route,carrier,year,n_markets,q_flown,q_best,opt_over_flown,best_dep
BWI-MGW,9X,2017,2,0.49875,0.52109,1.045,240
FEZ-RAK,3O,2017,15,0.03733,0.05528,1.481,120
MDC-SZX,JT,2017,93,0.96063,0.96866,1.008,240
UKA-VPG,F2,2017,1,0.0,1.0,,240
MRE-LAU,SBK,2017,1,0.00247,0.04289,17.353,720
COO-NIM,KP,2017,6,0.13398,0.29481,2.2,1200
SYX-CGK,JT,2017,15,0.94931,0.94931,1.0,
NNY-SWA,GS,2017,7,0.27253,0.52511,1.927,480
WEF-CSX,GX,2017,41,0.26195,0.35765,1.365,720
SQD-HUZ,KN,2017,2,0.0,1.0,,480
SEU-KEU,UI,2018,7,1.0,1.0,1.0,
BGY-TNG,FR,2018,5,0.09369,0.10415,1.112,720
CMK-CEH,NYS,2018,1,0.03541,0.79555,22.467,360
DSS-OXB,KP,2018,3,1.0,1.0,1.0,
MUZ-LKY,UI,2018,5,0.82362,0.91141,1.107,600
GDE-DIR,ET,2018,2,0.62037,0.72301,1.165,600
ERS-OMD,WV,2018,1,0.0,1.0,,0
ADD-NOS,ET,2018,3,0.32655,0.32655,1.0,
DSS-IAD,SA,2018,79,0.96788,0.99453,1.028,1320
ACZ-THR,W5,2018,10,0.93148,1.0,1.074,0
DOH-CWL,QR,2018,15,0.10736,0.11059,1.03,0
HAN-DOH,QR,2018,94,0.22671,0.2968,1.309,1320
